Year,country,prop_elapsed,change_GDP,revenue,gross_debt,inflation,execrlc,frac,govfrac,max_pm_gov_leg,vote_share,union_density,dem_age,eu,openness,BBR,DR,legislative_type,transparency,structural_bal,log_con_inv,log_con_inv_t,log_gdp_dol,fisc_cent,max_elf,log_gen_exp,log_cent_exp,single_party
2008,France,0.2,0.195,49.807,68.061,92.346,2,0.604210198,0.123085171,0,28.44999933,7.565605632,39,1,56.52383696,1,1,1,50,-3.892,2.006944407,2.083225621,28.70379238,0.426518282,0.4029,13.8715222,13.01942216,0
2009,France,0.4,-2.941,49.599,78.999,92.44,2,0.604210198,0.123085171,0,28.44999933,7.681823288,40,1,49.56784804,1,1,1,50,-5.517,1.850342132,1.928902062,28.62198509,0.422770484,0.4029,13.91137422,13.05044838,0
2010,France,0.6,1.966,49.649,81.697,94.045,2,0.604210198,0.123085171,0,28.44999933,7.735373016,41,1,53.96843903,1,1,1,50,-5.642,1.760279043,1.838857371,28.60444426,0.447805983,0.4029,13.93597621,13.132581,0
2011,France,0.8,2.079,50.822,85.209,96.198,2,0.604210198,0.123085171,0,28.44999933,7.727805573,42,1,58.16900437,1,1,1,50,-4.512,1.917073743,1.99519237,28.68271648,0.416078048,0.4029,13.95737117,13.08048875,0
2012,France,1,0.183,52.018,89.581,98.329,2,0.604210198,0.123085171,0,28.44999933,7.747391958,43,1,59.20038487,1,1,1,50,-3.571,1.928207281,2.007416322,28.61736762,0.410003449,0.4029,13.98588689,13.09429718,0
2013,France,0.2,0.576,52.944,92.395,99.299,0,0.649797916,0,0,40.90999985,7.719740837,44,1,59.09880412,1,1,1,66.66666667,-2.586,1.979348266,2.061669966,28.66367521,0.404929379,0.4029,14.00341981,13.09937721,1
2014,France,0.4,0.637,53.356,95.343,99.908,0,0.649797916,0,0,40.90999985,NA,45,1,59.79188949,1,1,1,NA,-2.351,2.02765148,2.11163403,28.67452935,0.404519913,0.4029,14.01897616,13.11392185,1
1997,Spain,0.25,3.865,38.75,66.206,68.02,2,0.634750247,0.249478206,8.55,34.15000153,16.03509762,19,1,51.29225228,1,1,2,NA,NA,1.358618401,1.406075023,27.10116896,0.540639977,NA,12.28089715,11.66589545,0
1998,Spain,0.5,4.469,39.109,64.212,69.219,2,0.634750247,0.249478206,8.55,34.15000153,18.73192636,20,1,52.86422329,1,1,2,NA,NA,1.424106264,1.477795361,27.14820293,0.534074413,NA,12.33414039,11.70692029,0
1999,Spain,0.75,4.745,39.568,62.459,70.767,2,0.634750247,0.249478206,8.55,34.15000153,16.76079749,21,1,54.73805181,1,1,2,NA,NA,1.335736631,1.383457375,27.17404269,0.526508943,NA,12.37722792,11.73574096,0
2000,Spain,1,5.053,38.066,57.959,73.232,2,0.634750247,0.249478206,8.55,34.15000153,16.56511015,22,1,60.23783365,1,1,2,NA,-2.088,1.15003067,1.185098576,27.11250432,0.525799506,NA,12.44163872,11.79880341,0
2001,Spain,0.25,4.004,37.909,54.163,75.86,2,0.599210382,0,8.55,45.22999954,16.4080264,23,1,58.07415858,1,1,2,NA,-2.145,1.13261632,1.169090093,27.16257787,0.518585564,NA,12.50256331,11.84591307,1
2002,Spain,0.5,2.88,38.207,51.268,78.535,2,0.599210382,0,8.55,45.22999954,16.14887386,24,1,54.98286373,1,1,2,NA,-1.796,1.076422755,1.111118241,27.28167071,0.479128512,NA,12.57553054,11.83974411,1
2003,Spain,0.75,3.186,37.906,47.64,80.922,2,0.599210382,0,8.55,45.22999954,15.90024216,25,1,53.11137165,1,1,2,66.66666667,-1.807,1.028451822,1.06380393,27.5332462,0.468675819,NA,12.63631492,11.87847095,1
2004,Spain,1,3.17,38.646,45.261,83.387,2,0.599210382,0,8.55,45.22999954,15.39913365,26,1,54.21246314,1,1,2,16.66666667,-1.634,0.856143278,0.891663144,27.69826846,0.478252913,NA,12.71689427,11.97927869,1
2005,Spain,0.25,3.717,39.513,42.284,86.204,0,0.601546109,0,8.55,43.33000183,14.62242668,27,1,54.33510358,1,1,2,33.33333333,-0.864,0.897142045,0.933325467,27.77709354,0.459210146,NA,12.78422135,12.00597401,1
2006,Spain,0.5,4.177,40.471,38.907,89.236,0,0.601546109,0,8.55,43.33000183,14.33985455,28,1,55.65927295,1,1,2,50,-0.539,0.877746407,0.914812178,27.86573744,0.463214087,NA,12.86332059,12.09375465,1
2007,Spain,0.75,3.769,40.923,35.51,91.718,0,0.601546109,0,8.55,43.33000183,15.53383794,29,1,57.40645647,1,1,2,50,-1.283,0.856775961,0.889376084,28.02261716,0.459253271,NA,12.95231737,12.17416393,1
2008,Spain,1,1.117,36.723,39.399,95.458,0,0.601546109,0,8.55,43.33000183,17.17360312,30,1,55.75793411,1,1,2,50,-7.191,0.829244512,0.866184254,28.1226578,0.452050441,NA,13.03765262,12.24369111,1
2009,Spain,0.25,-3.575,34.812,52.705,95.187,0,0.573613107,0,8.55,43.86999893,17.60507574,31,1,46.4972031,1,1,2,50,-10.443,0.892477061,0.93557179,28.03586603,0.489799636,NA,13.11029484,12.39653597,1
2010,Spain,0.5,0.017,36.234,60.066,96.899,0,0.573613107,0,8.55,43.86999893,17.29224606,32,1,52.34357292,1,1,2,50,-8.325,0.962469008,1.005438968,27.98986271,0.451662808,NA,13.10867411,12.31385473,1
2011,Spain,0.75,-1.002,36.187,69.462,99.992,0,0.573613107,0,8.55,43.86999893,16.88963867,33,1,58.08609285,1,1,2,50,-7.41,1.133801563,1.170812543,28.02840029,0.441921189,NA,13.1033681,12.28674439,1
2012,Spain,0.25,-2.619,37.509,85.411,102.435,2,0.616684437,0.146593764,8.55,40.44999886,17.0761748,34,1,59.93114159,1,1,2,50,-3.665,1.356211438,1.394222102,27.92066377,0.536448097,NA,13.12271731,12.49993185,0
2013,Spain,0.5,-1.673,38.224,93.675,103.882,2,0.616684437,0.146593764,8.55,40.44999886,16.87890459,35,1,61.17961223,1,1,2,50,-2.848,1.586159269,1.616527244,27.93981378,0.497323068,NA,13.05478237,12.35626694,0
2014,Spain,0.75,1.358,38.584,99.287,103.731,2,0.616684437,0.146593764,8.55,40.44999886,NA,36,1,62.99647338,1,1,2,NA,-2.48,1.685456434,1.715054209,27.95010011,0.484467926,NA,13.0507041,12.32600005,0
1997,Portugal,0.5,4.426,38.744,53.698,68.163,0,0.61400342,0,0,43.93000031,25.21929825,21,1,62.28731466,1,1,2,NA,-3.141,1.502446178,1.600615206,25.48583286,0.768336648,0.1438,10.67933805,10.41581075,1
1998,Portugal,0.75,4.792,38.312,49.817,69.673,0,0.61400342,0,0,43.93000031,23.38118957,22,1,63.8106832,1,1,2,NA,-3.64,1.594767206,1.693779991,25.54340223,0.776580897,0.1438,10.76974146,10.516887,1
1999,Portugal,1,3.888,39.522,49.028,71.184,0,0.61400342,0,0,43.93000031,22.43871957,23,1,63.29318291,1,1,2,NA,-3.051,1.67918842,1.78293249,25.5711155,0.76687444,0.1438,10.83780856,10.57237636,1
2000,Portugal,0.25,3.788,39.429,47.926,73.181,0,0.618872285,0,0,43.99000168,21.59404302,24,1,67.42339013,1,1,2,NA,-4.129,1.867411648,1.966672414,25.49697977,0.756703002,0.1438,10.9111405,10.63235606,1
2001,Portugal,0.5,1.943,39.325,50.558,76.408,0,0.618872285,0,0,43.99000168,22.37245798,25,1,65.0640678,1,1,2,NA,-4.915,1.822343499,1.924968042,25.52355863,0.750035382,0.1438,11.0007309,10.71309601,1
2002,Portugal,0.75,0.769,40.378,52.903,79.236,0,0.618872285,0,0,43.99000168,20.65904506,26,1,62.1610538,1,1,2,NA,-4.832,1.937663642,2.043342603,25.62281313,0.751025435,0.1438,11.04062304,10.75430728,1
2003,Portugal,0.25,-0.934,40.901,54.676,81.801,2,0.613442183,0.20937188,0,31.99999809,21.29742962,27,1,60.43826721,1,1,2,50,-5.839,1.995089153,2.101477927,25.82899311,0.74926641,0.1438,11.10108055,10.81241988,0
2004,Portugal,0.5,1.812,39.87,56.306,83.854,2,0.613442183,0.20937188,0,31.99999809,21.74561427,28,1,62.76298066,1,1,2,50,-7.654,1.914013886,2.023369128,25.96600178,0.756958163,0.1438,11.15894375,10.88049645,0
2005,Portugal,0.75,0.767,40.483,60.805,85.64,2,0.613442183,0.20937188,0,31.99999809,21.630929,29,1,62.57180573,1,1,2,50,-5.595,2.132022719,2.242636877,26.00801659,0.757406589,0.1438,11.2125497,10.93469464,0
2006,Portugal,0.25,1.553,40.914,61.619,88.248,0,0.611923277,0,0,46.40000153,21.2311988,30,1,68.07303623,1,1,2,50,-4.198,2.175419051,2.286641597,26.06352617,0.752020413,0.1438,11.22808695,10.94309514,1
2007,Portugal,0.5,2.492,41.478,68.439,90.386,0,0.611923277,0,0,46.40000153,21.18186369,31,1,69.65307983,1,1,2,50,-3.776,2.227933186,2.338515033,26.20460868,0.744144155,0.1438,11.26522817,10.96970767,1
2008,Portugal,0.75,0.199,41.57,71.666,92.783,0,0.611923277,0,0,46.40000153,20.90166068,32,1,71.96332806,1,1,2,50,-5.216,2.059848786,2.171177761,26.29164087,0.736304144,0.1438,11.30334921,10.9972372,1
2009,Portugal,1,-2.978,40.418,83.609,91.945,0,0.611923277,0,0,46.40000153,20.58140466,33,1,61.08227734,1,1,2,50,-8.599,1.918326049,2.036568754,26.21939254,0.743435512,0.1438,11.38641134,11.08993808,1
2010,Portugal,0.25,1.899,40.647,96.183,93.224,0,0.683652937,0,0,37.72999954,19.75513259,34,1,67.3048494,1,1,2,50,-8.099,1.491172982,1.603058469,26.19687175,0.75456232,0.1438,11.4429011,11.16128369,1
2011,Portugal,0.5,-1.827,42.634,111.39,96.538,0,0.683652937,0,0,37.72999954,18.81657312,35,1,72.86388057,1,1,2,50,-6.096,1.976755611,2.081177988,26.22403413,0.744524059,0.1438,11.38636685,11.09135674,1
2012,Portugal,0.25,-4.028,42.868,126.21,99.218,2,0.661932766,0.299791813,0,28.0899992,18.93367803,36,1,75.92896147,1,1,2,50,-2.962,2.267954966,2.386730513,26.1002465,0.745117115,0.1438,11.31103679,11.01682292,0
2013,Portugal,0.5,-1.13,45.097,129.001,99.654,2,0.661932766,0.299791813,0,28.0899992,NA,37,1,78.02734429,1,1,2,50,-2.073,2.60879365,2.71815379,26.14412379,0.747131767,0.1438,11.35078658,11.05927287,0
2014,Portugal,0.75,0.906,44.527,130.165,99.495,2,0.661932766,0.299791813,0,28.0899992,NA,38,1,79.95975597,1,1,2,NA,-0.952,2.547680762,2.657765718,26.15973515,0.766693535,0.1438,11.40308671,11.13741859,0
1997,Germany,0.75,1.902,45.112,58.773,77.308,2,0.710857093,0.448818356,2.5,26.90000057,26.98212875,51,1,49.60103503,1,1,3,NA,-2.406,1.56218997,1.572735782,28.42793805,0.290050035,0.6571,13.75928935,12.52158752,0
1998,Germany,1,1.776,45.155,59.385,77.792,2,0.710857093,0.448818356,2.5,26.90000057,25.94323457,52,1,51.58287212,1,1,3,NA,-2.097,1.420324443,1.430328839,28.43893791,0.298048779,0.6571,13.77720934,12.56671122,0
1999,Germany,0.25,1.848,45.996,59.962,78.292,0,0.698132873,0.236029655,2.5,34.24000025,25.32283661,53,1,53.3694452,1,1,3,NA,-1.42,1.268171823,1.277903647,28.41946029,0.303501819,0.6571,13.80022533,12.60785766,0
2000,Germany,0.5,3.188,45.608,58.758,79.358,0,0.698132873,0.236029655,2.5,34.24000025,24.57075559,54,1,61.3899966,1,1,3,NA,-2.165,1.298254462,1.307516076,28.29882485,0.262161888,0.6571,13.76115785,12.42236478,0
2001,Germany,0.75,1.833,43.796,57.582,80.875,0,0.698132873,0.236029655,2.5,34.24000025,23.74760047,55,1,61.97779664,1,1,3,NA,-3.388,1.278986137,1.288945516,28.29918377,0.291520501,0.6571,13.83778562,12.60514067,0
2002,Germany,1,0.024,43.32,59.22,81.958,0,0.698132873,0.236029655,2.5,34.24000025,23.50734605,56,1,60.77300852,1,1,3,NA,-3.572,1.313121289,1.322431573,28.36297546,0.29529209,0.6571,13.8587616,12.63897132,0
2003,Germany,0.25,-0.717,43.64,62.921,82.808,0,0.704963565,0.295832008,2.5,29.89999962,23.01838935,57,1,61.51913445,1,1,3,50,-3.038,1.248292364,1.258040026,28.54960123,0.299252505,0.6571,13.87523595,12.66876839,0
2004,Germany,0.5,0.698,42.571,64.689,84.292,0,0.704963565,0.295832008,2.5,29.89999962,22.17100847,58,1,65.85610979,1,1,3,50,-2.815,1.293834423,1.301953835,28.66749201,0.296502373,0.6571,13.86579484,12.65009479,0
2005,Germany,0.75,0.875,42.783,66.909,85.933,0,0.704963565,0.295832008,2.5,29.89999962,21.67862902,59,1,70.42119034,1,1,3,16.66666667,-2.226,1.200017146,1.208468298,28.68233563,0.30629756,0.6571,13.87660472,12.69340649,0
2006,Germany,0.25,3.874,42.975,66.333,87.483,2,0.710443139,0.501078606,2.5,1,20.71646576,60,1,77.0821686,1,1,3,50,-1.871,1.086320092,1.094284877,28.73044974,0.306943568,0.6571,13.88288412,12.70179275,0
2007,Germany,0.5,3.375,43.005,63.542,89.458,2,0.710443139,0.501078606,2.5,1,19.88737314,61,1,79.37053115,1,1,3,50,-0.952,1.1945485,1.201335354,28.86647805,0.30989435,0.6571,13.88885302,12.71732918,0
2008,Germany,0.75,0.816,43.396,64.926,91.925,2,0.710443139,0.501078606,2.5,1,19.12807851,62,1,80.94490464,1,1,3,50,-0.922,1.159638983,1.166131913,28.95340876,0.310040198,0.6571,13.92546122,12.7544079,0
2009,Germany,1,-5.568,44.341,72.43,92.133,2,0.710443139,0.501078606,2.5,1,18.92669722,63,1,70.66504626,1,1,3,50,-1.065,1.010896878,1.017215412,28.86007963,0.31286843,0.6571,13.9729484,12.81097587,0
2010,Germany,0.25,3.95,43.034,81.004,93.192,2,0.749227226,0.404524446,2.5,19.23999882,18.56448048,64,1,79.30307822,1,1,3,50,-2.367,0.987489457,0.993632081,28.85987188,0.340179246,0.6571,14.01372105,12.93543844,0
2011,Germany,0.5,3.722,43.753,78.311,95.517,2,0.749227226,0.404524446,2.5,19.23999882,18.48917063,65,1,84.74773595,1,1,3,50,-1.342,0.975411476,0.98115492,28.95476431,0.320159032,0.6571,14.00494426,12.86600683,0
2012,Germany,0.75,0.686,44.246,79.516,97.542,2,0.749227226,0.404524446,2.5,19.23999882,18.30237016,66,1,85.87475438,1,1,3,50,-0.159,0.987275501,0.992203291,28.89627151,0.312466545,0.6571,14.01582101,12.85256313,0
2013,Germany,1,0.592,44.51,77.058,99.075,2,0.749227226,0.404524446,2.5,19.23999882,18.12818557,67,1,84.83642578,1,1,3,50,-0.019,1.114307328,1.119324779,28.95344607,0.298844022,0.6571,14.0490004,12.84116689,0
2014,Germany,0.25,1.596,44.677,74.48,99.858,2,0.644293547,0.473531812,2.5,15.81000137,NA,68,1,84.48567249,1,1,3,NA,0.61,1.154491552,1.159347902,28.98667069,0.29008524,0.6571,14.07695209,12.83937162,0
1997,Austria,0.5,2.205,49.527,63.194,88.227,0,0.716327369,0.493443489,7,9.799999237,39.77400218,51,1,74.82842648,1,1,2,NA,-5.347,1.750937689,1.778826111,26.08137454,0.679840259,0.4146,11.4993323,11.11343487,0
1998,Austria,0.75,3.56,49.145,63.606,88.947,0,0.716327369,0.493443489,7,9.799999237,39.23146002,52,1,76.88426605,1,1,2,NA,-5.865,1.726254781,1.75203756,26.10631031,0.676931551,0.4146,11.53801341,11.1478283,0
1999,Austria,1,3.59,49.112,66.426,89.408,0,0.716327369,0.493443489,7,9.799999237,38.18315982,53,1,78.21307156,1,1,2,NA,-5.537,1.719327856,1.745326727,26.10189511,0.671796273,0.4146,11.57239846,11.17459831,0
2000,Austria,0.25,3.368,48.271,65.864,91.157,2,0.710382521,0.504854381,7,0,37.3547434,54,1,85.30957956,1,1,2,NA,-6.634,1.678109148,1.704178332,26.00353124,0.669759142,0.4146,11.59919279,11.19835567,0
2001,Austria,0.5,1.351,50.399,66.484,93.255,2,0.710382521,0.504854381,7,0,36.56817914,55,1,87.46796056,1,1,2,NA,-3.524,1.677350197,1.703303575,26.00623604,0.680513254,0.4146,11.63737256,11.25246458,0
2002,Austria,0.75,1.656,49.349,66.291,94.822,2,0.710382521,0.504854381,7,0,35.67816851,56,1,86.79404549,1,1,2,NA,-3.553,1.633913784,1.6626918,26.08442184,0.676858352,0.4146,11.65925786,11.2689646,0
2003,Austria,0.25,0.756,49.246,65.492,96.055,2,0.656758547,0.305412382,7,32.26000023,34.69849272,57,1,86.17005099,1,1,2,50,-2.54,1.80953064,1.83780585,26.28671671,0.673182665,0.4146,11.68585455,11.29011598,0
2004,Austria,0.5,2.706,48.659,64.802,97.941,2,0.656758547,0.305412382,7,32.26000023,34.89970066,58,1,90.61794791,1,1,2,50,0.314,1.760528148,1.788313895,26.42657153,0.690270658,0.4146,11.77646911,11.40579761,0
2005,Austria,0.75,2.141,48.468,68.315,100,2,0.656758547,0.305412382,7,32.26000023,33.88038482,59,1,93.76702228,1,1,2,50,-4.243,1.454531666,1.478888499,26.47472357,0.680495495,0.4146,11.77508517,11.39015109,0
2006,Austria,1,3.351,47.721,67.044,101.687,2,0.658680141,0.283090711,7,32.26000023,31.63621723,60,1,97.73641652,1,1,2,50,-5.463,1.458552068,1.483381813,26.53533155,0.673695607,0.4146,11.81250977,11.41753288,0
2007,Austria,0.25,3.621,47.807,64.808,103.923,0,0.708701193,0.503647149,7,1.799999237,30.49724662,61,1,100.2397686,1,1,2,50,-6.036,1.330969383,1.355610956,26.68029162,0.671921247,0.4146,11.84827157,11.45065743,0
2008,Austria,0.5,1.547,48.349,68.518,107.28,0,0.708701193,0.503647149,7,1.799999237,29.69877379,62,1,101.4883312,1,1,2,50,-5.603,1.240238552,1.263991004,26.78148208,0.678217308,0.4146,11.89485422,11.50656669,0
2009,Austria,0.25,-3.799,48.8,79.726,107.712,0,0.769891322,0.503115237,7,3.280000687,29.43524873,63,1,86.24780685,1,1,2,50,-2.744,1.325268789,1.348054178,26.70869722,0.677176889,0.4146,11.95736036,11.5675376,0
2010,Austria,0.5,1.929,48.3,82.39,109.539,0,0.769891322,0.503115237,7,3.280000687,28.9555926,64,1,98.25982141,1,1,2,50,-3.177,1.345697605,1.367646911,26.69001496,0.665113816,0.4146,11.95985972,11.55206262,0
2011,Austria,0.75,2.808,48.258,82.193,113.419,0,0.769891322,0.503115237,7,3.280000687,28.38050441,65,1,104.3174468,1,1,2,50,-2.471,1.346176541,1.368679212,26.7847484,0.674237636,0.4146,11.96937465,11.57520199,0
2012,Austria,1,0.757,48.949,81.624,116.331,0,0.769891322,0.503115237,7,3.280000687,28.03939448,66,1,104.4938501,1,1,2,50,-1.672,1.412703135,1.435690876,26.73318897,0.674495917,0.4146,12.0026819,11.60889225,0
2013,Austria,1,0.321,49.501,80.799,118.795,0,0.769891322,0.503115237,7,3.280000687,27.8365045,67,1,103.3635928,1,1,2,50,-1.039,1.35028997,1.373881975,26.7829683,0.673502496,0.4146,12.02749643,11.63223285,0
2014,Austria,0.2,0.353,49.87,84.254,120.538,0,0.788530588,0.503813624,7,2.829999924,NA,68,1,101.9164805,1,1,2,NA,-0.289,1.40801909,1.431295571,26.80634283,0.67771439,0.4146,12.06856364,11.6795343,0
1997,Hungary,0.75,3.425,44.034,62.116,41.955,0,0.657591462,0.377246588,7,13.25000191,34.1251272,7,0,94.75095081,0,0,3,NA,NA,1.776406712,1.860054378,24.57719864,0.655599053,NA,15.28947783,14.86727195,0
1998,Hungary,1,4.21,43.298,60.037,47.899,0,0.657591462,0.377246588,7,13.25000191,27.5500164,8,0,107.2099851,0,0,3,NA,NA,1.647758819,1.732290846,24.60815742,0.646412965,NA,15.48213661,15.04581989,0
1999,Hungary,0.25,3.244,43.556,59.879,52.699,0,0.713478148,0.467977673,7,15.97999954,24.45447578,9,0,113.7262081,0,0,3,NA,NA,1.634120229,1.715858768,24.61660998,0.649092272,NA,15.55034688,15.11816648,0
2000,Hungary,0.5,4.227,44.171,55.142,57.855,0,0.713478148,0.467977673,7,15.97999954,21.99582431,10,0,136.9903717,0,0,3,NA,-2.204,1.611333331,1.687498038,24.57786038,0.630513958,NA,15.65422152,15.19300153,0
2001,Hungary,0.75,3.849,43.185,51.743,63.153,0,0.713478148,0.467977673,7,15.97999954,19.98777506,11,0,130.6978978,0,0,3,NA,-3.358,1.407976405,1.480345509,24.70661795,0.65265517,NA,15.79893062,15.37222426,0
2002,Hungary,1,4.481,42.098,54.994,66.478,0,0.713478148,0.467977673,7,15.97999954,19.02883156,12,0,117.951385,0,0,3,NA,-8.648,1.213757175,1.285109255,24.93630095,0.650961784,NA,15.99882664,15.5695223,0
2003,Hungary,0.25,3.844,41.985,57.602,69.578,0,0.548872888,0.182536021,7,23.31000042,17.88375559,13,0,116.4283843,0,0,3,66.66666667,-7.319,1.74013864,1.801457424,25.16650847,0.632475159,NA,16.05362145,15.59550711,0
2004,Hungary,0.5,4.938,42.278,58.519,74.272,0,0.548872888,0.182536021,7,23.31000042,17.86153148,14,0,122.9828493,1,1,3,66.66666667,-7.583,1.503950901,1.582015798,25.36471974,0.649996436,NA,16.1447925,15.7140041,0
2005,Hungary,0.75,4.355,41.736,60.486,76.916,0,0.548872888,0.182536021,7,23.31000042,17.46809151,15,1,127.3536783,1,1,3,66.66666667,-10.396,1.380483994,1.472372317,25.44700986,0.653639671,NA,16.2253883,15.80018926,0
2006,Hungary,1,3.806,42.327,64.674,79.928,0,0.548872888,0.182536021,7,23.31000042,16.10234825,16,1,149.0528264,1,1,3,83.33333333,-11.847,1.144594586,1.261135991,25.46646603,0.694485394,NA,16.33921235,15.9746282,0
2007,Hungary,0.25,0.426,45.001,65.616,86.295,0,0.524042845,0,7,54.40000153,15.09232955,17,1,155.2000852,1,1,3,50,-6.765,1.287742827,1.376007961,25.65916322,0.656828591,NA,16.36466952,15.94433732,1
2008,Hungary,0.5,0.839,45.108,71.647,91.513,0,0.524042845,0,7,54.40000153,14.5642682,18,1,158.2079627,1,1,3,66.66666667,-5.865,1.661250725,1.725869524,25.78136343,0.668552184,NA,16.39652427,15.99388344,1
2009,Hungary,0.75,-6.559,46.055,77.958,95.361,0,0.524042845,0,7,54.40000153,13.90892489,19,1,144.7813901,1,1,3,66.66666667,-3.217,1.633986728,1.69579477,25.59053102,0.665542185,NA,16.40388027,15.99672702,1
2010,Hungary,1,0.743,45.029,80.582,100.003,0,0.524042845,0,7,54.40000153,12.8965507,20,1,158.3526979,1,1,3,66.66666667,-4.115,1.91122269,1.962382065,25.59278294,0.673354567,NA,16.41112005,16.01563681,1
2011,Hungary,0.25,1.758,44.282,80.76,103.923,2,0.497140169,0,7,NA,11.82240866,21,1,167.3880437,1,1,3,66.66666667,-4.224,1.80807423,1.853470643,25.66556519,0.683719844,NA,16.45429635,16.07408932,1
2012,Hungary,0.5,-1.689,46.298,78.294,109.813,2,0.497140169,0,7,NA,10.7117353,22,1,166.1258562,1,1,3,66.66666667,0.339,1.508626137,1.539835458,25.56997729,0.690751642,NA,16.45100175,16.08102681,1
2013,Hungary,0.75,1.89,47.041,76.755,111.703,2,0.497140169,0,7,NA,10.47973917,23,1,164.3435331,1,1,3,66.66666667,-0.46,1.52437612,1.550369248,25.62616743,0.754239834,NA,16.51704149,16.23499661,1
2014,Hungary,1,3.672,47.54,76.179,111.455,2,0.497140169,0,7,NA,NA,24,1,168.9238304,1,1,3,NA,-1.388,1.332246954,1.356819018,25.65985982,0.733569215,NA,16.59635628,16.28652296,1
1997,Czech Republic,0.25,-0.674,37.96,12.143,76.233,2,0.762663305,0.482787043,1.049648438,21.54000092,36.93949288,4,0,85.07416814,0,0,2,NA,-3.44,1.818116602,1.825188263,24.84427448,0.739272176,NA,13.61920975,13.31712062,0
1998,Czech Republic,0.5,-0.316,37.08,13.933,84.4,2,0.734120607,0.37026152,1.049648438,21.54000092,32.05873391,5,0,84.68860957,0,0,2,NA,-3.521,1.70724639,1.715553118,24.91855008,0.763812202,NA,13.71370483,13.4442715,0
1999,Czech Republic,0.25,1.438,37.597,15.202,86.175,0,0.685696721,0,1.049648438,32.31000137,29.9700821,6,0,86.26125292,0,0,2,NA,-1.938,1.55956831,1.567679956,24.89332779,0.755061864,NA,13.74027395,13.45931835,1
2000,Czech Republic,0.5,4.294,36.884,17.025,89.467,0,0.685696721,0,1.049648438,32.31000137,27.22877618,7,0,98.2331208,0,0,2,NA,-2.425,1.326409838,1.334565972,24.84188447,0.747491049,NA,13.78989527,13.49886232,1
2001,Czech Republic,0.75,3.052,37.164,22.782,93.642,0,0.685696721,0,1.049648438,32.31000137,23.63482585,8,0,99.30997399,0,0,2,NA,-4.266,1.412365131,1.424089859,24.93354912,0.793163146,NA,13.91951375,13.68778741,1
2002,Czech Republic,1,1.647,38.043,25.924,95.367,0,0.685696721,0,1.049648438,32.31000137,22.20798628,9,0,91.52598182,0,0,2,NA,-4.731,1.505556055,1.527491194,25.12627885,0.77925788,NA,13.99926359,13.74985034,1
2003,Czech Republic,0.25,3.602,42.109,28.147,95.5,0,0.731005073,0.429702967,1.049648438,15.92999935,22.28187685,10,0,95.01519722,0,0,2,33.33333333,-5.125,0.576104037,0.594223649,25.32141473,0.77231294,NA,14.14249868,13.88413323,0
2004,Czech Republic,0.5,4.947,39.435,28.454,98.133,0,0.731005073,0.429702967,1.049648438,15.92999935,20.98705921,11,0,113.8683352,1,1,2,33.33333333,-2.26,1.196995027,1.21272765,25.50218763,0.746841863,NA,14.08034945,13.78844764,0
2005,Czech Republic,0.75,6.442,38.707,28.016,99.967,0,0.731005073,0.429702967,1.049648438,15.92999935,19.70203286,12,1,122.0152585,1,1,2,27.77777778,-2.403,1.01107076,1.022560964,25.63584719,0.736380116,NA,14.13773028,13.83172145,0
2006,Czech Republic,1,6.877,38.543,27.911,102.475,0,0.731005073,0.429702967,1.049648438,15.92999935,18.69979179,13,1,127.6325026,1,1,2,33.33333333,-3.633,1.087588917,1.09764962,25.7680642,0.731458894,NA,14.18898401,13.87626976,0
2007,Czech Republic,0.25,5.529,39.258,27.807,105.45,3,0.680452228,0.326666653,1.049648438,28.16000128,17.91030109,14,1,130.3729027,1,1,2,33.33333333,-3.26,1.077441964,1.084693449,25.96404943,0.742676344,NA,14.25403706,13.95654213,0
2008,Czech Republic,0.5,2.711,38.052,28.658,112.117,3,0.680452228,0.326666653,1.049648438,28.16000128,17.41667819,15,1,124.2888316,1,1,2,33.33333333,-4.774,1.026879966,1.032587366,26.18372331,0.731900795,NA,14.30732399,13.99521369,0
2009,Czech Republic,0.75,-4.842,38.105,34.058,113.275,3,0.680452228,0.326666653,2.4375,28.16000128,17.17812938,16,1,113.4927688,1,1,2,33.33333333,-5.346,1.04178686,1.049167351,26.04983047,0.723955854,NA,14.36780418,14.04477931,0
2010,Czech Republic,1,2.295,38.554,38.155,114.925,3,0.680452228,0.326666653,2.4375,28.16000128,16.63159714,17,1,128.9670771,1,1,2,33.33333333,-4.268,1.214080461,1.22553301,26.05606192,0.724644061,NA,14.36029751,14.03822282,0
2011,Czech Republic,0.25,2.005,40.31,39.826,117.142,3,0.781959832,0.641605079,2.4375,3.510000229,15.82516464,18,1,138.7849783,1,1,2,33.33333333,-2.848,1.364066492,1.378391124,26.15238776,0.725003975,NA,14.36704579,14.04546764,0
2012,Czech Republic,0.5,-0.8,40.55,44.47,120.975,3,0.781959832,0.641605079,2.4375,3.510000229,14.34603542,19,1,147.5374589,1,1,2,33.33333333,-1.493,1.346106347,1.372628025,26.05779941,0.736802788,NA,14.4065342,14.10109919,0
2013,Czech Republic,0.75,-0.484,41.355,44.909,122.7,3,0.781959832,0.641605079,2.4375,3.510000229,12.72251085,20,1,147.9781744,1,1,2,33.33333333,0.067,1.542466495,1.577165114,26.06752169,0.725071997,NA,14.37278532,14.051301,0
